v1	I(R2)
4.179999999999955e+000	1.507603e-011
4.189999999999955e+000	1.508633e-011
4.199999999999955e+000	1.509662e-011
4.209999999999955e+000	1.510692e-011
4.219999999999955e+000	1.511722e-011
4.229999999999954e+000	1.512751e-011
4.239999999999954e+000	1.513777e-011
4.249999999999954e+000	1.514808e-011
4.259999999999954e+000	1.515838e-011
4.269999999999953e+000	1.516867e-011
4.279999999999953e+000	1.517897e-011
4.289999999999953e+000	1.518924e-011
4.299999999999953e+000	1.519952e-011
4.309999999999953e+000	1.520982e-011
4.319999999999952e+000	1.522013e-011
4.329999999999952e+000	1.523041e-011
4.339999999999952e+000	1.524068e-011
4.349999999999952e+000	1.525098e-011
4.359999999999952e+000	1.526127e-011
4.369999999999951e+000	1.527157e-011
4.379999999999951e+000	1.528186e-011
4.389999999999951e+000	1.528992e-011
